,pubchemCID,Unnamed: 0,Substance,smiles,compName
2313,,2510,Epoxidised soybean oil,,
2314,,2511,Epoxidised soybean oil,,
2315,,2512,Epoxidised vegetable oil,,
2316,,2513,Epoxy Phenolic Novolac Resins,,
2317,54675810.0,2514,Erythorbic acid,C(C(C1C(=C(C(=O)O1)O)O)O)O,"(2R)-2-[(1R)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one"
2318,12961638.0,2515,Erythrosine,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)[O-])I)I)[O-])I.[Na+].[Na+],"disodium;2',4',5',7'-tetraiodo-3-oxospiro[2-benzofuran-1,9'-xanthene]-3',6'-diolate"
2319,10342051.0,2516,Esfenvalerate,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,[(S)-cyano-(3-phenoxyphenyl)methyl] (2S)-2-(4-chlorophenyl)-3-methylbutanoate
2320,,2517,Essential oil from Origanum vulgare subsp. hirtum (Link) letsw.,,
2321,,2518,Essential oil from Origanum vulgare subsp. hirtum (Link) letsw. var. Vulkan,,
2322,,2521,Ethametsulfuron methyl metabolite (IN-A8768),,
2323,,2522,Ethametsulfuron methyl metabolite (IN-A8768),,
2324,146679233.0,2523,Ethametsulfuron methyl metabolite (IN-B9161),CCOC1=NC(=NC(=N1)NC(=O)N)NC,"[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]urea"
2325,146679233.0,2524,Ethametsulfuron methyl metabolite (IN-B9161),CCOC1=NC(=NC(=N1)NC(=O)N)NC,"[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]urea"
2326,,2525,Ethametsulfuron methyl metabolite (IN-D5119),,
2327,,2526,Ethametsulfuron methyl metabolite (IN-D5119),,
2328,,2527,Ethametsulfuron methyl metabolite (IN-D5803),,
2329,,2528,Ethametsulfuron methyl metabolite (IN-D5803),,
2330,,2529,Ethametsulfuron methyl metabolite (IN-D7556),,
2331,,2530,Ethametsulfuron methyl metabolite (IN-D7556),,
2332,,2531,Ethametsulfuron methyl metabolite (IN-N7468),,
2333,,2532,Ethametsulfuron methyl metabolite (IN-N7468),,
2334,136834112.0,2533,Ethametsulfuron methyl metabolite (IN-N7469),CNC1=NC(=O)NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,"methyl 2-[[4-(methylamino)-6-oxo-1H-1,3,5-triazin-2-yl]carbamoylsulfamoyl]benzoate"
2335,136834112.0,2534,Ethametsulfuron methyl metabolite (IN-N7469),CNC1=NC(=O)NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,"methyl 2-[[4-(methylamino)-6-oxo-1H-1,3,5-triazin-2-yl]carbamoylsulfamoyl]benzoate"
2336,,2535,Ethametsulfuron methyl metabolite (IN-R7558),,
2337,136834113.0,2536,Ethametsulfuron methyl metabolite (IN-RXR81),COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=O)NC(=N2)N,"methyl 2-[(2-amino-6-oxo-1H-1,3,5-triazin-4-yl)carbamoylsulfamoyl]benzoate"
2338,136834113.0,2537,Ethametsulfuron methyl metabolite (IN-RXR81),COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=O)NC(=N2)N,"methyl 2-[(2-amino-6-oxo-1H-1,3,5-triazin-4-yl)carbamoylsulfamoyl]benzoate"
2339,146679207.0,2538,Ethametsulfuron methyl metabolite (IN-RYM15),CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)O)N,"2-[(4-amino-6-ethoxy-1,3,5-triazin-2-yl)carbamoylsulfamoyl]benzoic acid"
2340,146679207.0,2539,Ethametsulfuron methyl metabolite (IN-RYM15),CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)O)N,"2-[(4-amino-6-ethoxy-1,3,5-triazin-2-yl)carbamoylsulfamoyl]benzoic acid"
2341,,2540,Ethametsulfuron methyl metabolite (IN-W5521),,
2342,,2541,Ethametsulfuron methyl metabolite (IN-W5521),,
2343,33645.0,2542,"Ethane-1,1-dithiol",CC(S)S,"ethane-1,1-dithiol"
2344,3301.0,2543,"Ethane-1,2-diamine",C(CN)N,"ethane-1,2-diamine"
2345,6343.0,2544,Ethanethiol,CCS,ethanethiol
2346,135424354.0,2547,Ethirimol,CCCCC1=C(N=C(NC1=O)NCC)C,5-butyl-2-(ethylamino)-4-methyl-1H-pyrimidin-6-one
2347,12349896.0,2553,Ethyl (3Z)-hexenoate,CCCC=CC(=O)OCC,ethyl (Z)-hex-2-enoate
2348,12349896.0,2554,Ethyl (3Z)-hexenoate,CCCC=CC(=O)OCC,ethyl (Z)-hex-2-enoate
2349,12349896.0,2555,Ethyl (3Z)-hexenoate,CCCC=CC(=O)OCC,ethyl (Z)-hex-2-enoate
2350,12349896.0,2556,Ethyl (3Z)-hexenoate,CCCC=CC(=O)OCC,ethyl (Z)-hex-2-enoate
2351,,2557,"Ethyl (E,E)-hexa-2,4-dienoic acid",,
2352,,2558,"Ethyl (E,Z)-deca-2,4-dienoate",,
2353,,2559,Ethyl 2-acetoxypropionate,,
2354,,2560,Ethyl 2-acetoxypropionate,,
2355,246929.0,2561,Ethyl 2-acetyl-3-phenylpropionate,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,ethyl 2-benzyl-3-oxobutanoate
2356,79065.0,2562,Ethyl 2-acetylbutyrate,CCC(C(=O)C)C(=O)OCC,ethyl 2-ethyl-3-oxobutanoate
2357,79065.0,2563,Ethyl 2-acetylbutyrate,CCC(C(=O)C)C(=O)OCC,ethyl 2-ethyl-3-oxobutanoate
2358,11980.0,2564,Ethyl 2-furoate,CCOC(=O)C1=CC=CO1,ethyl furan-2-carboxylate
2359,11980.0,2565,Ethyl 2-furoate,CCOC(=O)C1=CC=CO1,ethyl furan-2-carboxylate
2360,11980.0,2566,Ethyl 2-furoate,CCOC(=O)C1=CC=CO1,ethyl furan-2-carboxylate
2361,13013009.0,2567,Ethyl 2-hydroxy-4-methylbenzoate,CCOC(=O)C1=C(C=C(C=C1)C)O,ethyl 2-hydroxy-4-methylbenzoate
2362,13013009.0,2568,Ethyl 2-hydroxy-4-methylbenzoate,CCOC(=O)C1=C(C=C(C=C1)C)O,ethyl 2-hydroxy-4-methylbenzoate
2363,13013009.0,2569,Ethyl 2-hydroxy-4-methylbenzoate,CCOC(=O)C1=C(C=C(C=C1)C)O,ethyl 2-hydroxy-4-methylbenzoate
2364,13013009.0,2570,Ethyl 2-hydroxy-4-methylbenzoate,CCOC(=O)C1=C(C=C(C=C1)C)O,ethyl 2-hydroxy-4-methylbenzoate
2365,13013009.0,2571,Ethyl 2-hydroxy-4-methylbenzoate,CCOC(=O)C1=C(C=C(C=C1)C)O,ethyl 2-hydroxy-4-methylbenzoate
2366,81784.0,2572,Ethyl 2-methoxybenzoate,CCOC(=O)C1=CC=CC=C1OC,ethyl 2-methoxybenzoate
2367,81784.0,2573,Ethyl 2-methoxybenzoate,CCOC(=O)C1=CC=CC=C1OC,ethyl 2-methoxybenzoate
2368,81784.0,2574,Ethyl 2-methoxybenzoate,CCOC(=O)C1=CC=CC=C1OC,ethyl 2-methoxybenzoate
2369,81784.0,2575,Ethyl 2-methoxybenzoate,CCOC(=O)C1=CC=CC=C1OC,ethyl 2-methoxybenzoate
2370,81784.0,2576,Ethyl 2-methoxybenzoate,CCOC(=O)C1=CC=CC=C1OC,ethyl 2-methoxybenzoate
2371,24020.0,2577,Ethyl 2-methylbutyrate,CCC(C)C(=O)OCC,ethyl 2-methylbutanoate
2372,61451.0,2578,Ethyl 2-nonynoate,CCCCCCC#CC(=O)OCC,ethyl non-2-ynoate
2373,61451.0,2579,Ethyl 2-nonynoate,CCCCCCC#CC(=O)OCC,ethyl non-2-ynoate
2374,61450.0,2580,Ethyl 3-(2-furyl)propionate,CCOC(=O)CCC1=CC=CO1,ethyl 3-(furan-2-yl)propanoate
2375,,2581,Ethyl 3-acetohexanoate,,
2376,,2582,Ethyl 3-acetohexanoate,,
2377,,2583,Ethyl 3-acetoxy octanoate,,
2378,,2584,Ethyl 3-acetoxy octanoate,,
2379,110975.0,2585,Ethyl 3-hydroxyoctanoate,CCCCCC(CC(=O)OCC)O,ethyl 3-hydroxyoctanoate
2380,12516.0,2586,Ethyl 3-methylcrotonate,CCOC(=O)C=C(C)C,ethyl 3-methylbut-2-enoate
2381,5317247.0,2587,"Ethyl 3,7-dimethyl-2,6-octadienoate",CCOC(=O)C=C(C)CCC=C(C)C,"ethyl (2E)-3,7-dimethylocta-2,6-dienoate"
2382,5317247.0,2588,"Ethyl 3,7-dimethyl-2,6-octadienoate",CCOC(=O)C=C(C)CCC=C(C)C,"ethyl (2E)-3,7-dimethylocta-2,6-dienoate"
2383,5317247.0,2589,"Ethyl 3,7-dimethyl-2,6-octadienoate",CCOC(=O)C=C(C)CCC=C(C)C,"ethyl (2E)-3,7-dimethylocta-2,6-dienoate"
2384,5317247.0,2590,"Ethyl 3,7-dimethyl-2,6-octadienoate",CCOC(=O)C=C(C)CCC=C(C)C,"ethyl (2E)-3,7-dimethylocta-2,6-dienoate"
2385,5317247.0,2591,"Ethyl 3,7-dimethyl-2,6-octadienoate",CCOC(=O)C=C(C)CCC=C(C)C,"ethyl (2E)-3,7-dimethylocta-2,6-dienoate"
2386,61586.0,2592,Ethyl 4-hydroxy-3-methoxybenzyl ether,CCOCC1=CC(=C(C=C1)O)OC,4-(ethoxymethyl)-2-methoxyphenol
2387,60979.0,2598,Ethyl 4-methoxybenzoate,CCOC(=O)C1=CC=C(C=C1)OC,ethyl 4-methoxybenzoate
2388,3014523.0,2599,Ethyl 4-methylpent-3-enoate,CCOC(=O)CC=C(C)C,ethyl 4-methylpent-3-enoate
2389,3014523.0,2600,Ethyl 4-methylpent-3-enoate,CCOC(=O)CC=C(C)C,ethyl 4-methylpent-3-enoate
2390,3014523.0,2601,Ethyl 4-methylpent-3-enoate,CCOC(=O)CC=C(C)C,ethyl 4-methylpent-3-enoate
2391,3014523.0,2602,Ethyl 4-methylpent-3-enoate,CCOC(=O)CC=C(C)C,ethyl 4-methylpent-3-enoate
2392,3014523.0,2603,Ethyl 4-methylpent-3-enoate,CCOC(=O)CC=C(C)C,ethyl 4-methylpent-3-enoate
2393,6420258.0,2604,Ethyl 5-hexenoate,CCOC(=O)CCCC=C,ethyl hex-5-enoate
2394,8857.0,2605,Ethyl acetate,CCOC(=O)C,ethyl acetate
2395,9815474.0,2611,Ethyl butyryl lactate,CCCC(=O)OC(C)C(=O)OCC,(1-ethoxy-1-oxopropan-2-yl) butanoate
2396,9815474.0,2612,Ethyl butyryl lactate,CCCC(=O)OC(C)C(=O)OCC,(1-ethoxy-1-oxopropan-2-yl) butanoate
2397,24832091.0,2613,Ethyl cellulose,CCOCC1C(C(C(C(O1)OC)OCC)OCC)OC2C(C(C(C(O2)CO)OC)O)O,"2-[4,5-diethoxy-2-(ethoxymethyl)-6-methoxyoxan-3-yl]oxy-6-(hydroxymethyl)-5-methoxyoxane-3,4-diol"
2398,24832091.0,2614,Ethyl cellulose,CCOCC1C(C(C(C(O1)OC)OCC)OCC)OC2C(C(C(C(O2)CO)OC)O)O,"2-[4,5-diethoxy-2-(ethoxymethyl)-6-methoxyoxan-3-yl]oxy-6-(hydroxymethyl)-5-methoxyoxane-3,4-diol"
2399,15824502.0,2615,Ethyl cis-4-heptenoate,CCC=CCCC(=O)OCC,ethyl (Z)-hept-4-enoate
2400,18686.0,2616,Ethyl cyclohexanecarboxylate,CCOC(=O)C1CCCCC1,ethyl cyclohexanecarboxylate
2401,61466.0,2617,Ethyl cyclohexanepropionate,CCOC(=O)CCC1CCCCC1,ethyl 3-cyclohexylpropanoate
2402,522255.0,2618,Ethyl dec-9-enoate,CCOC(=O)CCCCCCCC=C,ethyl dec-9-enoate
2403,3018771.0,2619,"Ethyl deca-2,4,7-trienoate",CCC=CCC=CC=CC(=O)OCC,"ethyl deca-2,4,7-trienoate"
2404,3018771.0,2620,"Ethyl deca-2,4,7-trienoate",CCC=CCC=CC=CC(=O)OCC,"ethyl deca-2,4,7-trienoate"
2405,,2621,Ethyl dodec-(2E)-enoate,,
2406,,2622,Ethyl ester of beta-apo-8'-carotenoic acid,,
2407,5365847.0,2623,Ethyl geranyl ether,CCOCC=C(C)CCC=C(C)C,"(2E)-1-ethoxy-3,7-dimethylocta-2,6-diene"
2408,,2624,Ethyl hept-(2E)-enoate,,
2409,7797.0,2625,Ethyl heptanoate,CCCCCCC(=O)OCC,ethyl heptanoate
2410,25229630.0,2626,Ethyl lauroyl arginate hydrochloride,CCCCCCCCCCCC(=O)NC(CCCN=C(N)N)C(=O)OCC.Cl,ethyl (2S)-5-(diaminomethylideneamino)-2-(dodecanoylamino)pentanoate;hydrochloride
2411,21059.0,2627,Ethyl maltol,CCC1=C(C(=O)C=CO1)O,2-ethyl-3-hydroxypyran-4-one
2412,21059.0,2628,Ethyl maltol,CCC1=C(C(=O)C=CO1)O,2-ethyl-3-hydroxypyran-4-one
2413,21059.0,2629,Ethyl maltol,CCC1=C(C(=O)C=CO1)O,2-ethyl-3-hydroxypyran-4-one
2414,21059.0,2630,Ethyl maltol,CCC1=C(C(=O)C=CO1)O,2-ethyl-3-hydroxypyran-4-one
2415,7343.0,2631,Ethyl methacrylate,CCOC(=O)C(=C)C,ethyl 2-methylprop-2-enoate
2416,24832111.0,2632,Ethyl methyl cellulose,CCOCC1C(C(C(C(O1)OC)OCC)OCC)OC2C(C(C(C(O2)COC)OC3C(C(C(C(O3)CO)OC)O)O)OC)OC,"2-[6-[4,5-diethoxy-2-(ethoxymethyl)-6-methoxyoxan-3-yl]oxy-4,5-dimethoxy-2-(methoxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)-5-methoxyoxane-3,4-diol"
2417,161528.0,2633,Ethyl oct-3-enoate,CCCCC=CCC(=O)OCC,ethyl oct-3-enoate
2418,161528.0,2634,Ethyl oct-3-enoate,CCCCC=CCC(=O)OCC,ethyl oct-3-enoate
2419,161528.0,2635,Ethyl oct-3-enoate,CCCCC=CCC(=O)OCC,ethyl oct-3-enoate
2420,161528.0,2636,Ethyl oct-3-enoate,CCCCC=CCC(=O)OCC,ethyl oct-3-enoate
2421,161528.0,2637,Ethyl oct-3-enoate,CCCCC=CCC(=O)OCC,ethyl oct-3-enoate
2422,102263.0,2638,Ethyl pent-2-enoate,CCC=CC(=O)OCC,ethyl pent-2-enoate
2423,35349.0,2639,Ethyl propyl disulfide,CCCSSCC,1-(ethyldisulfanyl)propane
2424,8365.0,2640,Ethyl salicylate,CCOC(=O)C1=CC=CC=C1O,ethyl 2-hydroxybenzoate
2425,12512.0,2641,Ethyl tert-butyl ether,CCOC(C)(C)C,2-ethoxy-2-methylpropane
2426,429065.0,2642,Ethyl trans-2-butenoate,CCOC(=O)C=CC,ethyl (E)-but-2-enoate
2427,12038.0,2643,Ethyl vanillate,CCOC(=O)C1=CC(=C(C=C1)O)OC,ethyl 4-hydroxy-3-methoxybenzoate
2428,12038.0,2644,Ethyl vanillate,CCOC(=O)C1=CC(=C(C=C1)O)OC,ethyl 4-hydroxy-3-methoxybenzoate
2429,12038.0,2645,Ethyl vanillate,CCOC(=O)C1=CC(=C(C=C1)O)OC,ethyl 4-hydroxy-3-methoxybenzoate
2430,12038.0,2646,Ethyl vanillate,CCOC(=O)C1=CC(=C(C=C1)O)OC,ethyl 4-hydroxy-3-methoxybenzoate
2431,12038.0,2647,Ethyl vanillate,CCOC(=O)C1=CC(=C(C=C1)O)OC,ethyl 4-hydroxy-3-methoxybenzoate
2432,8467.0,2648,Ethyl vanillin,CCOC1=C(C=CC(=C1)C=O)O,3-ethoxy-4-hydroxybenzaldehyde
2433,11163251.0,2649,Ethyl vanillin beta-D-glucopyranoside,CCOC1=C(C=CC(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O,"3-ethoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde"
2434,11163251.0,2650,Ethyl vanillin beta-D-glucopyranoside,CCOC1=C(C=CC(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O,"3-ethoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde"
2435,673160.0,2651,Ethyl vanillin isobutyrate,CCOC1=C(C=CC(=C1)C=O)OC(=O)C(C)C,(2-ethoxy-4-formylphenyl) 2-methylpropanoate
2436,6325.0,2655,Ethylene,C=C,ethene
2437,7303.0,2656,Ethylene carbonate,C1COC(=O)O1,"1,3-dioxolan-2-one"
2438,69347.0,2658,Ethylene glycol dipalmitate,CCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCC,2-hexadecanoyloxyethyl hexadecanoate
2439,175988.0,2659,Ethylene-vinyl acetate copolymer wax,CC(=O)OC=C.C=C,ethene;ethenyl acetate
2440,26331.0,2661,Ethylpyrazine,CCC1=NC=CN=C1,2-ethylpyrazine
2441,26331.0,2662,Ethylpyrazine,CCC1=NC=CN=C1,2-ethylpyrazine
2442,71245.0,2663,Etofenprox,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,1-ethoxy-4-[2-methyl-1-[(3-phenoxyphenyl)methoxy]propan-2-yl]benzene
2443,146678182.0,2669,F8426-alpha-sulfodeschloropropionic acid,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)CC(C(=O)O)S(=O)(=O)O)Cl)F,"3-[2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]-2-sulfopropanoic acid"
2444,12097189.0,2670,F8426-benzoic acid,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)C(=O)O)Cl)F,"2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-1,2,4-triazol-1-yl]-4-fluorobenzoic acid"
2445,139595082.0,2671,F8426-dicarboxylic acid,C1=C(C(=CC(=C1N2C(=O)N(C(=N2)C(=O)O)C(F)F)F)Cl)C(=O)O,"1-(5-carboxy-4-chloro-2-fluorophenyl)-4-(difluoromethyl)-5-oxo-1,2,4-triazole-3-carboxylic acid"
2446,56605230.0,2672,F8426-propionic acid,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)CCC(=O)O)Cl)F,"3-[2-chloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-1,2,4-triazol-1-yl]-4-fluorophenyl]propanoic acid"
2447,,2674,Farmatan (including hydrolysable tannins extracted from sweet chestnut wood),,
2448,5280598.0,2675,Farnesal,CC(=CCCC(=CCCC(=CC=O)C)C)C,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal"
2449,5280598.0,2676,Farnesal,CC(=CCCC(=CCCC(=CC=O)C)C)C,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal"
2450,5280598.0,2677,Farnesal,CC(=CCCC(=CCCC(=CC=O)C)C)C,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal"
2451,,2678,Fat Distillation Residues,,
2452,,2679,Fatty acids (chain length C7 to C18) and their salts and esters,,
2453,,2680,"Fatty acids, C16-18 saturated, hexaesters with dipentaerythritol",,
2454,,2681,Fe(III) starch-saccharose complex,,
2455,,2682,FEN 560 Fenugreek powder,,
2456,,2683,Fenamidone metabolite (RPA 410193),,
2457,,2684,Fenamidone metabolite (RPA 412636),,
2458,139596762.0,2685,Fenamidone metabolite (RPA 412708),CC1(C(=O)NC(=N1)SC)C2=CC=CC=C2,(4S)-4-methyl-2-methylsulfanyl-4-phenyl-1H-imidazol-5-one
2459,,2686,Fenamiphos (aka phenamiphos),,
2460,,2687,Fenamiphos (aka phenamiphos),,
2461,86356.0,2688,Fenazaquin,CC(C)(C)C1=CC=C(C=C1)CCOC2=NC=NC3=CC=CC=C32,4-[2-(4-tert-butylphenyl)ethoxy]quinazoline
2462,86356.0,2689,Fenazaquin,CC(C)(C)C1=CC=C(C=C1)CCOC2=NC=NC3=CC=CC=C32,4-[2-(4-tert-butylphenyl)ethoxy]quinazoline
2463,91707.0,2695,Fenoxaprop-P-ethyl,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,"ethyl (2R)-2-[4-[(6-chloro-1,3-benzoxazol-2-yl)oxy]phenoxy]propanoate"
2464,51039126.0,2697,Fenpicoxamid,CC1C(C(C(=O)OCC(C(=O)O1)NC(=O)C2=NC=CC(=C2OCOC(=O)C(C)C)OC)CC3=CC=CC=C3)OC(=O)C(C)C,"[2-[[(3S,7R,8R,9S)-7-benzyl-9-methyl-8-(2-methylpropanoyloxy)-2,6-dioxo-1,5-dioxonan-3-yl]carbamoyl]-4-methoxypyridin-3-yl]oxymethyl 2-methylpropanoate"
2465,10754927.0,2698,Fenpicoxamid metabolite (X12314005),CC1C(C(C(=O)O1)CC2=CC=CC=C2)OC(=O)C(C)C,"[(2S,3R,4R)-4-benzyl-2-methyl-5-oxooxolan-3-yl] 2-methylpropanoate"
2466,165363154.0,2699,Fenpicoxamid metabolite (X12326349),CC(C(C(CC1=CC=CC=C1)C(=O)O)O)OC(=O)C(CO)NC(=O)C2=NC=CC(=C2O)OC,"(2R,3R,4S)-2-benzyl-3-hydroxy-4-[(2S)-3-hydroxy-2-[(3-hydroxy-4-methoxypyridine-2-carbonyl)amino]propanoyl]oxypentanoic acid"
2467,91694.0,2700,Fenpropidin,CC(CC1=CC=C(C=C1)C(C)(C)C)CN2CCCCC2,1-[3-(4-tert-butylphenyl)-2-methylpropyl]piperidine
2468,93365.0,2701,Fenpropimorph,CC1CN(CC(O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C,"(2R,6S)-4-[3-(4-tert-butylphenyl)-2-methylpropyl]-2,6-dimethylmorpholine"
2469,11493665.0,2702,Fenpyrazamine,CC1=CC=CC=C1C2=C(N(N(C2=O)C(C)C)C(=O)SCC=C)N,S-prop-2-enyl 5-amino-4-(2-methylphenyl)-3-oxo-2-propan-2-ylpyrazole-1-carbothioate
2470,9576412.0,2703,Fenpyroximate,CC1=NN(C(=C1C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C,"tert-butyl 4-[[(E)-(1,3-dimethyl-5-phenoxypyrazol-4-yl)methylideneamino]oxymethyl]benzoate"
2471,9576412.0,2704,Fenpyroximate,CC1=NN(C(=C1C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)OC3=CC=CC=C3)C,"tert-butyl 4-[[(E)-(1,3-dimethyl-5-phenoxypyrazol-4-yl)methylideneamino]oxymethyl]benzoate"
2472,,2705,Fermented black bean extract,,
2473,,2706,Fermented soybean extract (NSK-SD),,
2474,14457.0,2707,Ferric ammonium citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.N.[Fe+3],"azane;2-hydroxypropane-1,2,3-tricarboxylate;iron(3+)"
2475,24861.0,2708,Ferric phosphate,[O-]P(=O)([O-])[O-].[Fe+3],iron(3+);phosphate
2476,24877.0,2709,Ferric pyrophosphate,[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],iron(3+);phosphonato phosphate
2477,,2710,Ferric sodium EDTA anhydrous,,
2478,71306809.0,2711,Ferric sodium EDTA trihydrate,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.O.O.[Na+].[Fe+3],sodium;2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate;iron(3+);trihydrate
2479,71306809.0,2712,Ferric sodium EDTA trihydrate,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.O.O.[Na+].[Fe+3],sodium;2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate;iron(3+);trihydrate
2480,11248.0,2713,Ferrous carbonate,C(=O)([O-])[O-].[Fe+2],iron(2+);carbonate
2481,22197.0,2714,Ferrous lactate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Fe+2],2-hydroxypropanoate;iron(2+)
2482,,2716,Fish oil,,
2483,93539.0,2717,Flazasulfuron,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC=N2)C(F)(F)F)OC,"1-(4,6-dimethoxypyrimidin-2-yl)-3-[3-(trifluoromethyl)pyridin-2-yl]sulfonylurea"
2484,9834513.0,2718,Flonicamid,C1=CN=CC(=C1C(F)(F)F)C(=O)NCC#N,N-(cyanomethyl)-4-(trifluoromethyl)pyridine-3-carboxamide
2485,11700495.0,2719,Florasulam,COC1=NC=C(C2=NC(=NN21)S(=O)(=O)NC3=C(C=CC=C3F)F)F,"N-(2,6-difluorophenyl)-8-fluoro-5-methoxy-[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide"
2486,67420724.0,2720,Florpyrauxifen,COC1=C(C=CC(=C1F)C2=NC(=C(C(=C2F)N)Cl)C(=O)O)Cl,4-amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)-5-fluoropyridine-2-carboxylic acid
2487,70495450.0,2721,Florpyrauxifen-benzyl,COC1=C(C=CC(=C1F)C2=NC(=C(C(=C2F)N)Cl)C(=O)OCC3=CC=CC=C3)Cl,benzyl 4-amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)-5-fluoropyridine-2-carboxylate
2488,11193251.0,2725,Flubendiamide,CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,"1-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylphenyl]-3-iodo-2-N-(2-methyl-1-methylsulfonylpropan-2-yl)benzene-1,2-dicarboxamide"
2489,165363165.0,2726,Flubendiamide metabolite (NNI-0001-3-OH),CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)O)C(=O)NC(C)(C)CS(=O)(=O)C,"1-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylphenyl]-3-hydroxy-2-N-(2-methyl-1-methylsulfonylpropan-2-yl)benzene-1,2-dicarboxamide"
2490,,2727,Flubendiamide metabolite (NNI-0001-des-iodo),,
2491,91766.0,2729,Flufenoxuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,"N-[[4-[2-chloro-4-(trifluoromethyl)phenoxy]-2-fluorophenyl]carbamoyl]-2,6-difluorobenzamide"
2492,,2732,Fluometuron metabolite (CGA 41686),,
2493,11159021.0,2733,Fluopicolide,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,"2,6-dichloro-N-[[3-chloro-5-(trifluoromethyl)pyridin-2-yl]methyl]benzamide"
2494,11158353.0,2734,Fluopyram,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,N-[2-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]ethyl]-2-(trifluoromethyl)benzamide
2495,28179.0,2735,Fluoride,[F-],fluoride
2496,28179.0,2736,Fluoride,[F-],fluoride
2497,28179.0,2737,Fluoride,[F-],fluoride
